Country,Education,Experience,Age,Salary
France,Master’s degree,5.0,25-34 years old,61616.0
United States,Bachelor’s degree,4.0,25-34 years old,54000.0
United States,Post grad,5.0,25-34 years old,87000.0
United States,Post grad,9.0,35-44 years old,205000.0
France,Master’s degree,1.0,25-34 years old,23352.0
United States,Master’s degree,2.0,18-24 years old,20000.0
Italy,Less than a Bachelors,5.0,25-34 years old,32429.0
United States,Master’s degree,20.0,35-44 years old,110000.0
Canada,Post grad,4.0,25-34 years old,86976.0
United States,Less than a Bachelors,10.0,25-34 years old,115000.0
United States,Bachelor’s degree,16.0,35-44 years old,210000.0
United States,Less than a Bachelors,19.0,35-44 years old,110000.0
United States,Master’s degree,4.0,35-44 years old,180000.0
Canada,Bachelor’s degree,16.0,35-44 years old,98321.0
United States,Post grad,8.0,45-54 years old,160000.0
United States,Bachelor’s degree,0.5,18-24 years old,40000.0
Germany,Master’s degree,0.5,25-34 years old,64859.0
United States,Bachelor’s degree,25.0,45-54 years old,171000.0
Germany,Master’s degree,2.0,25-34 years old,58373.0
United States,Bachelor’s degree,3.0,25-34 years old,90000.0
Spain,Bachelor’s degree,35.0,55-64 years old,81050.0
United States,Less than a Bachelors,24.0,45-54 years old,67000.0
United States,Less than a Bachelors,16.0,45-54 years old,102000.0
France,Master’s degree,4.0,25-34 years old,70264.0
United States,Bachelor’s degree,2.0,25-34 years old,72000.0
Netherlands,Master’s degree,1.0,25-34 years old,41077.0
Canada,Post grad,1.0,25-34 years old,77900.0
Canada,Bachelor’s degree,1.0,18-24 years old,22692.0
United States,Bachelor’s degree,6.0,25-34 years old,99000.0
United States,Bachelor’s degree,11.0,25-34 years old,80000.0
Canada,Bachelor’s degree,15.0,35-44 years old,98321.0
Brazil,Master’s degree,25.0,45-54 years old,43980.0
United States,Less than a Bachelors,10.0,25-34 years old,115000.0
United States,Less than a Bachelors,15.0,35-44 years old,78000.0
United States,Less than a Bachelors,4.0,25-34 years old,48500.0
Brazil,Post grad,34.0,45-54 years old,296604.0
United States,Master’s degree,0.5,18-24 years old,79000.0
United States,Bachelor’s degree,6.0,25-34 years old,300000.0
Germany,Master’s degree,5.0,25-34 years old,73944.0
Brazil,Less than a Bachelors,2.0,18-24 years old,10992.0
United States,Post grad,1.0,25-34 years old,115000.0
Brazil,Master’s degree,15.0,45-54 years old,28860.0
Australia,Bachelor’s degree,0.5,18-24 years old,40086.0
United States,Master’s degree,7.0,25-34 years old,99000.0
United States,Post grad,14.0,35-44 years old,120000.0
Australia,Bachelor’s degree,23.0,45-54 years old,106895.0
United States,Bachelor’s degree,6.0,25-34 years old,120000.0
United States,Bachelor’s degree,16.0,35-44 years old,180000.0
United States,Master’s degree,4.0,35-44 years old,96000.0
Netherlands,Master’s degree,3.0,25-34 years old,38916.0
United Kingdom,Post grad,7.0,25-34 years old,116333.0
United States,Bachelor’s degree,7.0,25-34 years old,110000.0
Italy,Less than a Bachelors,0.5,18-24 years old,11676.0
India,Bachelor’s degree,0.5,18-24 years old,16754.0
Poland,Master’s degree,11.0,25-34 years old,94900.0
United States,Bachelor’s degree,2.0,25-34 years old,30000.0
Spain,Post grad,17.0,45-54 years old,35672.0
Switzerland,Post grad,6.0,25-34 years old,101649.0
Brazil,Post grad,16.0,35-44 years old,45814.0
India,Less than a Bachelors,2.0,Under 18 years old,11724.0
Switzerland,Post grad,12.0,35-44 years old,100464.0
Netherlands,Master’s degree,3.0,25-34 years old,31128.0
France,Master’s degree,2.0,18-24 years old,32424.0
Spain,Master’s degree,4.0,25-34 years old,16860.0
Italy,Master’s degree,4.0,25-34 years old,32429.0
India,Master’s degree,5.0,25-34 years old,13962.0
United Kingdom,Post grad,5.0,25-34 years old,118531.0
India,Master’s degree,0.5,18-24 years old,10192.0
Brazil,Less than a Bachelors,3.0,18-24 years old,22260.0
Germany,Post grad,8.0,35-44 years old,91883.0
India,Bachelor’s degree,5.0,18-24 years old,81600.0
United Kingdom,Post grad,7.0,25-34 years old,109871.0
United States,Master’s degree,13.0,35-44 years old,120000.0
Spain,Bachelor’s degree,4.0,25-34 years old,39996.0
Brazil,Master’s degree,16.0,35-44 years old,19236.0
India,Bachelor’s degree,0.5,18-24 years old,11169.0
Italy,Master’s degree,4.0,25-34 years old,32429.0
United Kingdom,Bachelor’s degree,25.0,45-54 years old,155112.0
United States,Less than a Bachelors,16.0,35-44 years old,151000.0
United States,Post grad,36.0,65 years or older,160000.0
United Kingdom,Post grad,5.0,25-34 years old,100822.0
United Kingdom,Post grad,0.5,25-34 years old,38778.0
Netherlands,Bachelor’s degree,5.0,25-34 years old,51888.0
United States,Master’s degree,28.0,45-54 years old,130000.0
United States,Bachelor’s degree,19.0,35-44 years old,15000.0
France,Master’s degree,4.0,25-34 years old,64859.0
Spain,Master’s degree,2.0,18-24 years old,18156.0
Spain,Post grad,8.0,35-44 years old,25944.0
Italy,Bachelor’s degree,2.0,18-24 years old,14268.0
United States,Master’s degree,5.0,25-34 years old,110000.0
United States,Bachelor’s degree,3.0,25-34 years old,80000.0
Canada,Bachelor’s degree,26.0,55-64 years old,113447.0
United States,Bachelor’s degree,6.0,25-34 years old,168000.0
United Kingdom,Bachelor’s degree,3.0,25-34 years old,51704.0
United States,Bachelor’s degree,4.0,18-24 years old,175000.0
United States,Bachelor’s degree,6.0,25-34 years old,275000.0
Germany,Master’s degree,3.0,18-24 years old,43239.0
India,Master’s degree,9.0,35-44 years old,30716.0
Canada,Master’s degree,5.0,45-54 years old,75631.0
France,Post grad,5.0,25-34 years old,59454.0
Spain,Bachelor’s degree,20.0,45-54 years old,38916.0
Germany,Master’s degree,3.0,25-34 years old,75669.0
United States,Bachelor’s degree,13.0,35-44 years old,112000.0
United States,Bachelor’s degree,5.0,25-34 years old,83200.0
Germany,Post grad,10.0,45-54 years old,48000.0
France,Master’s degree,3.0,25-34 years old,64859.0
United States,Master’s degree,7.0,25-34 years old,120000.0
United States,Master’s degree,15.0,35-44 years old,145000.0
Italy,Master’s degree,2.0,25-34 years old,48644.0
Australia,Master’s degree,8.0,35-44 years old,100214.0
United States,Less than a Bachelors,14.0,25-34 years old,120000.0
United States,Bachelor’s degree,0.5,18-24 years old,70000.0
United States,Bachelor’s degree,4.0,25-34 years old,155000.0
Netherlands,Master’s degree,10.0,25-34 years old,68647.0
United States,Master’s degree,4.0,25-34 years old,75000.0
United States,Bachelor’s degree,10.0,25-34 years old,200000.0
France,Post grad,15.0,35-44 years old,35676.0
United States,Bachelor’s degree,0.5,18-24 years old,65000.0
France,Post grad,1.0,25-34 years old,18156.0
United States,Less than a Bachelors,2.0,25-34 years old,96000.0
United States,Bachelor’s degree,2.0,25-34 years old,80000.0
France,Post grad,11.0,25-34 years old,70264.0
Brazil,Master’s degree,3.0,25-34 years old,15120.0
United Kingdom,Master’s degree,4.0,25-34 years old,71093.0
India,Less than a Bachelors,3.0,25-34 years old,12564.0
United States,Bachelor’s degree,2.0,18-24 years old,49956.0
United States,Less than a Bachelors,25.0,45-54 years old,175000.0
Canada,Less than a Bachelors,4.0,45-54 years old,90758.0
Poland,Master’s degree,2.0,25-34 years old,30684.0
United States,Bachelor’s degree,17.0,45-54 years old,140000.0
United States,Master’s degree,3.0,25-34 years old,113000.0
Brazil,Bachelor’s degree,5.0,35-44 years old,22536.0
United States,Master’s degree,6.0,25-34 years old,100000.0
Switzerland,Bachelor’s degree,3.0,25-34 years old,150000.0
Canada,Bachelor’s degree,21.0,35-44 years old,117229.0
United States,Master’s degree,8.0,25-34 years old,125000.0
United States,Bachelor’s degree,7.0,35-44 years old,93000.0
France,Post grad,3.0,25-34 years old,34591.0
Poland,Master’s degree,3.0,25-34 years old,39492.0
Canada,Master’s degree,4.0,25-34 years old,132355.0
France,Master’s degree,1.0,25-34 years old,36753.0
United States,Bachelor’s degree,0.5,18-24 years old,68000.0
United States,Post grad,10.0,25-34 years old,150000.0
Australia,Post grad,9.0,35-44 years old,103555.0
United States,Post grad,3.0,25-34 years old,125000.0
United States,Master’s degree,5.0,45-54 years old,85000.0
United States,Master’s degree,5.0,25-34 years old,125000.0
United States,Post grad,5.0,25-34 years old,300000.0
Brazil,Less than a Bachelors,26.0,55-64 years old,24744.0
United States,Master’s degree,10.0,25-34 years old,120000.0
Poland,Bachelor’s degree,1.0,18-24 years old,45564.0
United Kingdom,Master’s degree,0.5,18-24 years old,38778.0
United States,Post grad,0.5,25-34 years old,116000.0
Canada,Master’s degree,6.0,25-34 years old,60505.0
United States,Less than a Bachelors,2.0,25-34 years old,88000.0
United States,Bachelor’s degree,7.0,25-34 years old,76000.0
Germany,Less than a Bachelors,5.0,25-34 years old,41587.0
India,Bachelor’s degree,2.0,18-24 years old,18429.0
Spain,Master’s degree,3.0,25-34 years old,41942.0
Spain,Less than a Bachelors,22.0,35-44 years old,46482.0
United Kingdom,Master’s degree,2.0,25-34 years old,77556.0
India,Less than a Bachelors,14.0,25-34 years old,20100.0
United Kingdom,Bachelor’s degree,15.0,35-44 years old,71093.0
United Kingdom,Post grad,7.0,25-34 years old,40070.0
Germany,Master’s degree,2.0,25-34 years old,54480.0
Canada,Less than a Bachelors,2.0,18-24 years old,79413.0
Germany,Less than a Bachelors,12.0,25-34 years old,70264.0
Australia,Post grad,5.0,25-34 years old,100214.0
India,Post grad,10.0,45-54 years old,13404.0
United Kingdom,Master’s degree,2.0,18-24 years old,52996.0
India,Bachelor’s degree,8.0,25-34 years old,25131.0
United Kingdom,Post grad,3.0,25-34 years old,71093.0
India,Bachelor’s degree,4.0,25-34 years old,70000.0
India,Master’s degree,3.0,25-34 years old,13962.0
India,Bachelor’s degree,2.0,18-24 years old,20943.0
Germany,Post grad,17.0,35-44 years old,64859.0
United Kingdom,Master’s degree,14.0,45-54 years old,59459.0
United Kingdom,Less than a Bachelors,30.0,45-54 years old,58167.0
Germany,Bachelor’s degree,6.0,25-34 years old,67453.0
Spain,Master’s degree,4.0,18-24 years old,26030.0
France,Master’s degree,0.5,18-24 years old,38916.0
France,Master’s degree,3.0,25-34 years old,45401.0
United States,Master’s degree,1.0,18-24 years old,70000.0
United States,Post grad,15.0,55-64 years old,85000.0
India,Bachelor’s degree,5.0,25-34 years old,12564.0
United States,Bachelor’s degree,0.5,25-34 years old,110000.0
United States,Bachelor’s degree,20.0,35-44 years old,180000.0
United States,Master’s degree,3.0,25-34 years old,62300.0
India,Master’s degree,2.0,18-24 years old,43281.0
United States,Post grad,9.0,25-34 years old,150000.0
United Kingdom,Bachelor’s degree,7.0,35-44 years old,109871.0
Australia,Bachelor’s degree,13.0,25-34 years old,72154.0
Germany,Bachelor’s degree,4.0,18-24 years old,38916.0
Switzerland,Master’s degree,8.0,25-34 years old,96566.0
United States,Bachelor’s degree,8.0,35-44 years old,125000.0
Netherlands,Less than a Bachelors,20.0,35-44 years old,160848.0
United Kingdom,Master’s degree,24.0,45-54 years old,155111.0
United Kingdom,Post grad,9.0,35-44 years old,168037.0
United States,Bachelor’s degree,2.0,25-34 years old,75600.0
United States,Less than a Bachelors,1.0,18-24 years old,34300.0
United States,Master’s degree,9.0,25-34 years old,210000.0
Brazil,Master’s degree,7.0,25-34 years old,32988.0
Germany,Master’s degree,21.0,45-54 years old,77832.0
Brazil,Master’s degree,5.0,25-34 years old,20616.0
United States,Bachelor’s degree,6.0,25-34 years old,80000.0
United States,Bachelor’s degree,2.0,18-24 years old,90000.0
United States,Post grad,20.0,45-54 years old,200000.0
United States,Bachelor’s degree,8.0,18-24 years old,120000.0
Brazil,Master’s degree,20.0,35-44 years old,21996.0
France,Post grad,6.0,25-34 years old,48644.0
United States,Master’s degree,0.5,25-34 years old,71000.0
United States,Bachelor’s degree,8.0,25-34 years old,135000.0
United States,Bachelor’s degree,1.0,18-24 years old,60000.0
Italy,Post grad,0.5,25-34 years old,12972.0
United States,Bachelor’s degree,4.0,25-34 years old,85000.0
United States,Less than a Bachelors,31.0,55-64 years old,115000.0
United States,Bachelor’s degree,20.0,55-64 years old,72000.0
United Kingdom,Master’s degree,4.0,25-34 years old,64630.0
United States,Bachelor’s degree,1.0,25-34 years old,66000.0
United States,Master’s degree,2.0,25-34 years old,100000.0
United States,Master’s degree,15.0,35-44 years old,150000.0
Spain,Master’s degree,29.0,45-54 years old,42158.0
Poland,Master’s degree,6.0,35-44 years old,41508.0
United States,Master’s degree,40.0,55-64 years old,125000.0
United States,Post grad,30.0,55-64 years old,85000.0
United States,Master’s degree,5.0,25-34 years old,28920.0
Switzerland,Post grad,15.0,35-44 years old,137226.0
United States,Bachelor’s degree,8.0,25-34 years old,142000.0
United States,Bachelor’s degree,14.0,45-54 years old,100000.0
United States,Master’s degree,45.0,55-64 years old,100000.0
Germany,Master’s degree,7.0,Prefer not to say,167552.0
United States,Bachelor’s degree,4.0,25-34 years old,130000.0
Germany,Master’s degree,22.0,35-44 years old,129718.0
Canada,Bachelor’s degree,15.0,35-44 years old,128573.0
United States,Bachelor’s degree,15.0,35-44 years old,110000.0
United States,Bachelor’s degree,5.0,25-34 years old,60000.0
United States,Bachelor’s degree,3.0,25-34 years old,86500.0
United States,Post grad,2.0,25-34 years old,200000.0
United States,Post grad,10.0,35-44 years old,200000.0
United States,Less than a Bachelors,5.0,25-34 years old,59400.0
United States,Master’s degree,7.0,35-44 years old,120000.0
United States,Master’s degree,10.0,45-54 years old,110000.0
Australia,Master’s degree,17.0,35-44 years old,113576.0
India,Master’s degree,5.0,25-34 years old,15912.0
Germany,Master’s degree,21.0,35-44 years old,105936.0
Poland,Less than a Bachelors,10.0,35-44 years old,24300.0
Netherlands,Bachelor’s degree,15.0,35-44 years old,71340.0
United Kingdom,Bachelor’s degree,1.0,18-24 years old,36193.0
United Kingdom,Post grad,10.0,35-44 years old,155111.0
India,Bachelor’s degree,4.0,25-34 years old,15084.0
Italy,Less than a Bachelors,4.0,25-34 years old,43239.0
United Kingdom,Master’s degree,0.5,18-24 years old,51704.0
United States,Less than a Bachelors,12.0,35-44 years old,150000.0
France,Master’s degree,0.5,18-24 years old,19452.0
India,Bachelor’s degree,3.0,25-34 years old,21636.0
Australia,Master’s degree,29.0,45-54 years old,160343.0
Italy,Bachelor’s degree,6.0,25-34 years old,43239.0
Germany,Less than a Bachelors,5.0,25-34 years old,62697.0
United States,Master’s degree,40.0,55-64 years old,76000.0
United States,Less than a Bachelors,20.0,35-44 years old,215000.0
United States,Master’s degree,8.0,25-34 years old,100000.0
United States,Post grad,11.0,35-44 years old,100000.0
United Kingdom,Bachelor’s degree,20.0,35-44 years old,297297.0
Netherlands,Less than a Bachelors,5.0,35-44 years old,64859.0
United States,Master’s degree,40.0,55-64 years old,111600.0
Brazil,Master’s degree,10.0,35-44 years old,60000.0
United Kingdom,Less than a Bachelors,39.0,55-64 years old,72385.0
India,Master’s degree,12.0,25-34 years old,30716.0
United States,Bachelor’s degree,3.0,18-24 years old,70000.0
United States,Bachelor’s degree,23.0,45-54 years old,133000.0
United States,Master’s degree,15.0,55-64 years old,115000.0
Poland,Master’s degree,1.0,18-24 years old,30372.0
United States,Bachelor’s degree,1.0,18-24 years old,63000.0
United Kingdom,Less than a Bachelors,3.0,18-24 years old,28566.0
Italy,Master’s degree,4.0,25-34 years old,43239.0
United States,Bachelor’s degree,3.0,25-34 years old,150000.0
United States,Master’s degree,8.0,35-44 years old,160000.0
United States,Bachelor’s degree,6.0,25-34 years old,180000.0
United States,Post grad,0.5,25-34 years old,120000.0
United States,Master’s degree,3.0,25-34 years old,85000.0
United Kingdom,Less than a Bachelors,4.0,18-24 years old,40000.0
Australia,Post grad,23.0,45-54 years old,117050.0
United Kingdom,Master’s degree,10.0,35-44 years old,51704.0
India,Master’s degree,0.5,18-24 years old,19440.0
India,Master’s degree,10.0,25-34 years old,55847.0
United States,Bachelor’s degree,10.0,35-44 years old,102000.0
Germany,Post grad,0.5,25-34 years old,23352.0
India,Bachelor’s degree,2.0,18-24 years old,117276.0
Spain,Bachelor’s degree,6.0,45-54 years old,91883.0
Italy,Post grad,21.0,45-54 years old,105936.0
India,Master’s degree,11.0,25-34 years old,25131.0
Poland,Master’s degree,14.0,35-44 years old,129718.0
Poland,Master’s degree,2.0,25-34 years old,10632.0
United Kingdom,Bachelor’s degree,3.0,18-24 years old,68507.0
United States,Less than a Bachelors,2.0,18-24 years old,60000.0
United States,Less than a Bachelors,3.0,25-34 years old,85000.0
United Kingdom,Bachelor’s degree,5.0,25-34 years old,51704.0
United States,Master’s degree,44.0,65 years or older,140000.0
Germany,Less than a Bachelors,32.0,45-54 years old,168636.0
Germany,Master’s degree,3.0,35-44 years old,70264.0
Canada,Bachelor’s degree,6.0,25-34 years old,61715.0
United States,Bachelor’s degree,15.0,35-44 years old,160000.0
Germany,Master’s degree,8.0,25-34 years old,75669.0
Australia,Less than a Bachelors,5.0,25-34 years old,50100.0
United States,Master’s degree,3.0,25-34 years old,90000.0
United States,Master’s degree,4.0,25-34 years old,150000.0
Australia,Master’s degree,3.0,25-34 years old,96874.0
United States,Bachelor’s degree,1.0,18-24 years old,85000.0
United States,Bachelor’s degree,31.0,45-54 years old,205000.0
India,Master’s degree,4.0,25-34 years old,20943.0
Australia,Bachelor’s degree,21.0,35-44 years old,267239.0
United Kingdom,Bachelor’s degree,17.0,35-44 years old,135722.0
Germany,Bachelor’s degree,4.0,18-24 years old,48644.0
France,Post grad,6.0,25-34 years old,24252.0
Germany,Less than a Bachelors,4.0,18-24 years old,11220.0
France,Bachelor’s degree,2.0,25-34 years old,32424.0
France,Post grad,12.0,35-44 years old,38916.0
Germany,Bachelor’s degree,5.0,25-34 years old,86478.0
United Kingdom,Master’s degree,5.0,25-34 years old,77556.0
France,Master’s degree,9.0,35-44 years old,86478.0
United Kingdom,Bachelor’s degree,18.0,35-44 years old,129250.0
Germany,Master’s degree,4.0,25-34 years old,61616.0
Germany,Master’s degree,5.0,25-34 years old,53184.0
France,Master’s degree,5.0,25-34 years old,43239.0
Netherlands,Master’s degree,6.0,35-44 years old,58368.0
India,Bachelor’s degree,3.0,18-24 years old,23735.0
Germany,Bachelor’s degree,6.0,25-34 years old,70264.0
Spain,Bachelor’s degree,3.0,18-24 years old,32429.0
Poland,Less than a Bachelors,5.0,25-34 years old,17004.0
Brazil,Post grad,14.0,35-44 years old,19236.0
Poland,Master’s degree,3.0,25-34 years old,37968.0
Germany,Less than a Bachelors,0.5,25-34 years old,38915.0
Poland,Master’s degree,5.0,25-34 years old,30372.0
India,Bachelor’s degree,1.0,18-24 years old,16754.0
Switzerland,Post grad,1.0,25-34 years old,85380.0
India,Bachelor’s degree,1.0,18-24 years old,83772.0
United States,Master’s degree,10.0,35-44 years old,170000.0
United Kingdom,Bachelor’s degree,25.0,45-54 years old,170628.0
United States,Bachelor’s degree,23.0,35-44 years old,149000.0
United States,Master’s degree,8.0,45-54 years old,80000.0
United Kingdom,Master’s degree,10.0,35-44 years old,80141.0
France,Master’s degree,2.0,35-44 years old,91484.0
United States,Bachelor’s degree,1.0,18-24 years old,108250.0
United Kingdom,Master’s degree,7.0,35-44 years old,64630.0
India,Bachelor’s degree,9.0,25-34 years old,50960.0
United States,Master’s degree,15.0,35-44 years old,77000.0
Germany,Master’s degree,13.0,25-34 years old,32424.0
United States,Post grad,27.0,55-64 years old,84000.0
United States,Bachelor’s degree,16.0,35-44 years old,16800.0
United States,Master’s degree,10.0,35-44 years old,120000.0
United Kingdom,Post grad,8.0,35-44 years old,46533.0
United States,Post grad,6.0,25-34 years old,126750.0
United States,Bachelor’s degree,2.0,25-34 years old,80000.0
Switzerland,Bachelor’s degree,9.0,25-34 years old,254122.0
United States,Master’s degree,4.0,25-34 years old,220000.0
Canada,Less than a Bachelors,7.0,25-34 years old,52942.0
Canada,Bachelor’s degree,23.0,45-54 years old,132355.0
United States,Post grad,5.0,25-34 years old,113362.0
Germany,Bachelor’s degree,2.0,18-24 years old,22056.0
Brazil,Post grad,18.0,35-44 years old,49476.0
United States,Less than a Bachelors,33.0,55-64 years old,82820.0
United States,Master’s degree,2.0,18-24 years old,72000.0
United States,Less than a Bachelors,22.0,35-44 years old,122400.0
United Kingdom,Master’s degree,5.0,25-34 years old,58167.0
Germany,Master’s degree,4.0,25-34 years old,54049.0
Poland,Master’s degree,3.0,35-44 years old,45564.0
Brazil,Bachelor’s degree,2.0,25-34 years old,11453.0
Switzerland,Post grad,1.0,25-34 years old,40248.0
France,Master’s degree,5.0,25-34 years old,63778.0
United States,Master’s degree,19.0,35-44 years old,66000.0
United Kingdom,Less than a Bachelors,8.0,25-34 years old,56228.0
Germany,Post grad,7.0,35-44 years old,216196.0
United States,Bachelor’s degree,6.0,25-34 years old,93500.0
United States,Master’s degree,3.0,25-34 years old,150000.0
Australia,Master’s degree,3.0,25-34 years old,47769.0
United States,Master’s degree,13.0,25-34 years old,120000.0
United Kingdom,Master’s degree,29.0,55-64 years old,93067.0
United States,Bachelor’s degree,16.0,35-44 years old,115000.0
United States,Post grad,4.0,35-44 years old,180000.0
United States,Master’s degree,3.0,25-34 years old,92000.0
United States,Less than a Bachelors,20.0,35-44 years old,109000.0
United States,Master’s degree,4.0,25-34 years old,83000.0
Canada,Post grad,3.0,25-34 years old,52942.0
Brazil,Bachelor’s degree,3.0,18-24 years old,19236.0
Brazil,Master’s degree,5.0,25-34 years old,13740.0
Australia,Less than a Bachelors,38.0,55-64 years old,120257.0
United States,Master’s degree,2.0,18-24 years old,19152.0
Australia,Post grad,4.0,25-34 years old,70150.0
United States,Bachelor’s degree,36.0,45-54 years old,200000.0
United States,Bachelor’s degree,3.0,25-34 years old,120000.0
United States,Bachelor’s degree,2.0,25-34 years old,96000.0
United States,Master’s degree,22.0,45-54 years old,210000.0
United States,Bachelor’s degree,3.0,18-24 years old,70000.0
France,Master’s degree,5.0,25-34 years old,59454.0
Australia,Post grad,15.0,55-64 years old,103550.0
India,Master’s degree,3.0,25-34 years old,22339.0
India,Bachelor’s degree,4.0,25-34 years old,23735.0
Germany,Master’s degree,7.0,25-34 years old,77831.0
Poland,Bachelor’s degree,3.0,25-34 years old,22776.0
Italy,Master’s degree,0.5,25-34 years old,25944.0
Germany,Bachelor’s degree,23.0,45-54 years old,102693.0
Switzerland,Master’s degree,11.0,25-34 years old,121979.0
France,Post grad,6.0,25-34 years old,64859.0
India,Bachelor’s degree,12.0,35-44 years old,23460.0
United Kingdom,Master’s degree,2.0,25-34 years old,43948.0
Italy,Master’s degree,6.0,25-34 years old,35672.0
United States,Bachelor’s degree,4.0,18-24 years old,125000.0
United States,Bachelor’s degree,21.0,45-54 years old,115000.0
Germany,Master’s degree,21.0,45-54 years old,118908.0
United Kingdom,Less than a Bachelors,1.0,25-34 years old,77556.0
Netherlands,Master’s degree,27.0,55-64 years old,81074.0
United States,Master’s degree,10.0,45-54 years old,110000.0
Germany,Master’s degree,10.0,25-34 years old,45396.0
Switzerland,Master’s degree,3.0,25-34 years old,82140.0
United States,Master’s degree,34.0,55-64 years old,91000.0
Spain,Master’s degree,6.0,25-34 years old,54049.0
United States,Post grad,1.0,25-34 years old,109000.0
Italy,Master’s degree,6.0,25-34 years old,54049.0
United States,Bachelor’s degree,10.0,25-34 years old,80000.0
United States,Bachelor’s degree,4.0,25-34 years old,88550.0
United States,Master’s degree,5.0,25-34 years old,104000.0
United States,Less than a Bachelors,13.0,35-44 years old,55000.0
Spain,Master’s degree,3.0,25-34 years old,54049.0
Canada,Bachelor’s degree,2.0,25-34 years old,45379.0
Brazil,Bachelor’s degree,4.0,25-34 years old,27492.0
United States,Bachelor’s degree,10.0,35-44 years old,102000.0
United States,Bachelor’s degree,0.5,18-24 years old,95000.0
United States,Master’s degree,4.0,25-34 years old,43000.0
United States,Master’s degree,4.0,25-34 years old,150000.0
Canada,Master’s degree,9.0,45-54 years old,75631.0
United States,Bachelor’s degree,14.0,45-54 years old,140000.0
Brazil,Post grad,0.5,35-44 years old,21444.0
United States,Master’s degree,3.0,18-24 years old,112000.0
Australia,Master’s degree,4.0,25-34 years old,56120.0
Canada,Bachelor’s degree,2.0,25-34 years old,63530.0
Brazil,Bachelor’s degree,5.0,25-34 years old,68721.0
United States,Less than a Bachelors,4.0,25-34 years old,90000.0
